Consumption (kwh), Estimated Cost (p), Start, End
0.005000, 0.14, 2024-03-14T04:00:00+00:00, 2024-03-14T04:30:00+00:00
0.003000, 0.08, 2024-03-14T04:30:00+00:00, 2024-03-14T05:00:00+00:00
0.004000, 0.11, 2024-03-14T05:00:00+00:00, 2024-03-14T05:30:00+00:00
0.005000, 0.14, 2024-03-14T05:30:00+00:00, 2024-03-14T06:00:00+00:00
0.004000, 0.11, 2024-03-14T06:00:00+00:00, 2024-03-14T06:30:00+00:00
0.004000, 0.11, 2024-03-14T06:30:00+00:00, 2024-03-14T07:00:00+00:00
0.034000, 0.95, 2024-03-14T07:00:00+00:00, 2024-03-14T07:30:00+00:00
0.032000, 0.90, 2024-03-14T07:30:00+00:00, 2024-03-14T08:00:00+00:00
0.032000, 0.90, 2024-03-14T08:00:00+00:00, 2024-03-14T08:30:00+00:00
0.004000, 0.11, 2024-03-14T08:30:00+00:00, 2024-03-14T09:00:00+00:00
0.005000, 0.14, 2024-03-14T09:00:00+00:00, 2024-03-14T09:30:00+00:00
0.004000, 0.11, 2024-03-14T09:30:00+00:00, 2024-03-14T10:00:00+00:00
0.004000, 0.11, 2024-03-14T10:00:00+00:00, 2024-03-14T10:30:00+00:00
0.004000, 0.11, 2024-03-14T10:30:00+00:00, 2024-03-14T11:00:00+00:00
0.005000, 0.14, 2024-03-14T11:00:00+00:00, 2024-03-14T11:30:00+00:00
0.004000, 0.11, 2024-03-14T11:30:00+00:00, 2024-03-14T12:00:00+00:00
0.004000, 0.11, 2024-03-14T12:00:00+00:00, 2024-03-14T12:30:00+00:00
0.005000, 0.14, 2024-03-14T12:30:00+00:00, 2024-03-14T13:00:00+00:00
0.004000, 0.11, 2024-03-14T13:00:00+00:00, 2024-03-14T13:30:00+00:00
0.004000, 0.11, 2024-03-14T13:30:00+00:00, 2024-03-14T14:00:00+00:00
0.004000, 0.11, 2024-03-14T14:00:00+00:00, 2024-03-14T14:30:00+00:00
0.005000, 0.14, 2024-03-14T14:30:00+00:00, 2024-03-14T15:00:00+00:00
0.004000, 0.11, 2024-03-14T15:00:00+00:00, 2024-03-14T15:30:00+00:00
0.004000, 0.11, 2024-03-14T15:30:00+00:00, 2024-03-14T16:00:00+00:00
0.005000, 0.14, 2024-03-14T16:00:00+00:00, 2024-03-14T16:30:00+00:00
0.004000, 0.11, 2024-03-14T16:30:00+00:00, 2024-03-14T17:00:00+00:00
0.004000, 0.11, 2024-03-14T17:00:00+00:00, 2024-03-14T17:30:00+00:00
0.004000, 0.11, 2024-03-14T17:30:00+00:00, 2024-03-14T18:00:00+00:00
0.034000, 0.95, 2024-03-14T18:00:00+00:00, 2024-03-14T18:30:00+00:00
0.032000, 0.90, 2024-03-14T18:30:00+00:00, 2024-03-14T19:00:00+00:00
0.033000, 0.92, 2024-03-14T19:00:00+00:00, 2024-03-14T19:30:00+00:00
0.033000, 0.92, 2024-03-14T19:30:00+00:00, 2024-03-14T20:00:00+00:00
0.033000, 0.92, 2024-03-14T20:00:00+00:00, 2024-03-14T20:30:00+00:00
0.032000, 0.90, 2024-03-14T20:30:00+00:00, 2024-03-14T21:00:00+00:00
0.032000, 0.90, 2024-03-14T21:00:00+00:00, 2024-03-14T21:30:00+00:00
0.014000, 0.39, 2024-03-14T21:30:00+00:00, 2024-03-14T22:00:00+00:00
0.005000, 0.14, 2024-03-14T22:00:00+00:00, 2024-03-14T22:30:00+00:00
0.004000, 0.11, 2024-03-14T22:30:00+00:00, 2024-03-14T23:00:00+00:00
0.004000, 0.11, 2024-03-14T23:00:00+00:00, 2024-03-14T23:30:00+00:00
0.004000, 0.11, 2024-03-14T23:30:00+00:00, 2024-03-15T00:00:00+00:00
0.005000, 0.14, 2024-03-15T00:00:00+00:00, 2024-03-15T00:30:00+00:00
0.004000, 0.11, 2024-03-15T00:30:00+00:00, 2024-03-15T01:00:00+00:00
0.004000, 0.11, 2024-03-15T01:00:00+00:00, 2024-03-15T01:30:00+00:00
0.004000, 0.11, 2024-03-15T01:30:00+00:00, 2024-03-15T02:00:00+00:00
0.005000, 0.14, 2024-03-15T02:00:00+00:00, 2024-03-15T02:30:00+00:00
0.004000, 0.11, 2024-03-15T02:30:00+00:00, 2024-03-15T03:00:00+00:00
0.004000, 0.11, 2024-03-15T03:00:00+00:00, 2024-03-15T03:30:00+00:00
0.004000, 0.11, 2024-03-15T03:30:00+00:00, 2024-03-15T04:00:00+00:00
0.005000, 0.14, 2024-03-15T04:00:00+00:00, 2024-03-15T04:30:00+00:00
0.004000, 0.11, 2024-03-15T04:30:00+00:00, 2024-03-15T05:00:00+00:00
0.004000, 0.11, 2024-03-15T05:00:00+00:00, 2024-03-15T05:30:00+00:00
0.004000, 0.11, 2024-03-15T05:30:00+00:00, 2024-03-15T06:00:00+00:00
0.005000, 0.14, 2024-03-15T06:00:00+00:00, 2024-03-15T06:30:00+00:00
0.004000, 0.11, 2024-03-15T06:30:00+00:00, 2024-03-15T07:00:00+00:00
0.033000, 0.92, 2024-03-15T07:00:00+00:00, 2024-03-15T07:30:00+00:00
0.033000, 0.92, 2024-03-15T07:30:00+00:00, 2024-03-15T08:00:00+00:00
0.033000, 0.92, 2024-03-15T08:00:00+00:00, 2024-03-15T08:30:00+00:00
0.004000, 0.11, 2024-03-15T08:30:00+00:00, 2024-03-15T09:00:00+00:00
0.005000, 0.14, 2024-03-15T09:00:00+00:00, 2024-03-15T09:30:00+00:00
0.004000, 0.11, 2024-03-15T09:30:00+00:00, 2024-03-15T10:00:00+00:00
0.004000, 0.11, 2024-03-15T10:00:00+00:00, 2024-03-15T10:30:00+00:00
0.005000, 0.14, 2024-03-15T10:30:00+00:00, 2024-03-15T11:00:00+00:00
0.004000, 0.11, 2024-03-15T11:00:00+00:00, 2024-03-15T11:30:00+00:00
0.004000, 0.11, 2024-03-15T11:30:00+00:00, 2024-03-15T12:00:00+00:00
0.004000, 0.11, 2024-03-15T12:00:00+00:00, 2024-03-15T12:30:00+00:00
0.005000, 0.14, 2024-03-15T12:30:00+00:00, 2024-03-15T13:00:00+00:00
0.004000, 0.11, 2024-03-15T13:00:00+00:00, 2024-03-15T13:30:00+00:00
0.004000, 0.11, 2024-03-15T13:30:00+00:00, 2024-03-15T14:00:00+00:00
0.005000, 0.14, 2024-03-15T14:00:00+00:00, 2024-03-15T14:30:00+00:00
0.004000, 0.11, 2024-03-15T14:30:00+00:00, 2024-03-15T15:00:00+00:00
0.004000, 0.11, 2024-03-15T15:00:00+00:00, 2024-03-15T15:30:00+00:00
0.005000, 0.14, 2024-03-15T15:30:00+00:00, 2024-03-15T16:00:00+00:00
0.004000, 0.11, 2024-03-15T16:00:00+00:00, 2024-03-15T16:30:00+00:00
0.004000, 0.11, 2024-03-15T16:30:00+00:00, 2024-03-15T17:00:00+00:00
0.004000, 0.11, 2024-03-15T17:00:00+00:00, 2024-03-15T17:30:00+00:00
0.005000, 0.14, 2024-03-15T17:30:00+00:00, 2024-03-15T18:00:00+00:00
0.033000, 0.92, 2024-03-15T18:00:00+00:00, 2024-03-15T18:30:00+00:00
0.032000, 0.90, 2024-03-15T18:30:00+00:00, 2024-03-15T19:00:00+00:00
0.033000, 0.92, 2024-03-15T19:00:00+00:00, 2024-03-15T19:30:00+00:00
0.033000, 0.92, 2024-03-15T19:30:00+00:00, 2024-03-15T20:00:00+00:00
0.033000, 0.92, 2024-03-15T20:00:00+00:00, 2024-03-15T20:30:00+00:00
0.033000, 0.92, 2024-03-15T20:30:00+00:00, 2024-03-15T21:00:00+00:00
0.034000, 0.95, 2024-03-15T21:00:00+00:00, 2024-03-15T21:30:00+00:00
0.014000, 0.39, 2024-03-15T21:30:00+00:00, 2024-03-15T22:00:00+00:00
0.004000, 0.11, 2024-03-15T22:00:00+00:00, 2024-03-15T22:30:00+00:00
0.005000, 0.14, 2024-03-15T22:30:00+00:00, 2024-03-15T23:00:00+00:00
0.004000, 0.11, 2024-03-15T23:00:00+00:00, 2024-03-15T23:30:00+00:00
0.004000, 0.11, 2024-03-15T23:30:00+00:00, 2024-03-16T00:00:00+00:00
0.004000, 0.11, 2024-03-16T00:00:00+00:00, 2024-03-16T00:30:00+00:00
0.005000, 0.14, 2024-03-16T00:30:00+00:00, 2024-03-16T01:00:00+00:00
0.004000, 0.11, 2024-03-16T01:00:00+00:00, 2024-03-16T01:30:00+00:00
0.004000, 0.11, 2024-03-16T01:30:00+00:00, 2024-03-16T02:00:00+00:00
0.004000, 0.11, 2024-03-16T02:00:00+00:00, 2024-03-16T02:30:00+00:00
0.005000, 0.14, 2024-03-16T02:30:00+00:00, 2024-03-16T03:00:00+00:00
0.004000, 0.11, 2024-03-16T03:00:00+00:00, 2024-03-16T03:30:00+00:00
0.004000, 0.11, 2024-03-16T03:30:00+00:00, 2024-03-16T04:00:00+00:00
0.004000, 0.11, 2024-03-16T04:00:00+00:00, 2024-03-16T04:30:00+00:00
0.005000, 0.14, 2024-03-16T04:30:00+00:00, 2024-03-16T05:00:00+00:00
0.004000, 0.11, 2024-03-16T05:00:00+00:00, 2024-03-16T05:30:00+00:00
0.004000, 0.11, 2024-03-16T05:30:00+00:00, 2024-03-16T06:00:00+00:00
0.004000, 0.11, 2024-03-16T06:00:00+00:00, 2024-03-16T06:30:00+00:00
0.005000, 0.14, 2024-03-16T06:30:00+00:00, 2024-03-16T07:00:00+00:00
0.033000, 0.92, 2024-03-16T07:00:00+00:00, 2024-03-16T07:30:00+00:00
0.033000, 0.92, 2024-03-16T07:30:00+00:00, 2024-03-16T08:00:00+00:00
0.033000, 0.92, 2024-03-16T08:00:00+00:00, 2024-03-16T08:30:00+00:00
0.033000, 0.92, 2024-03-16T08:30:00+00:00, 2024-03-16T09:00:00+00:00
0.005000, 0.14, 2024-03-16T09:00:00+00:00, 2024-03-16T09:30:00+00:00
0.004000, 0.11, 2024-03-16T09:30:00+00:00, 2024-03-16T10:00:00+00:00
0.004000, 0.11, 2024-03-16T10:00:00+00:00, 2024-03-16T10:30:00+00:00
0.004000, 0.11, 2024-03-16T10:30:00+00:00, 2024-03-16T11:00:00+00:00
0.005000, 0.14, 2024-03-16T11:00:00+00:00, 2024-03-16T11:30:00+00:00
0.004000, 0.11, 2024-03-16T11:30:00+00:00, 2024-03-16T12:00:00+00:00
0.004000, 0.11, 2024-03-16T12:00:00+00:00, 2024-03-16T12:30:00+00:00
0.004000, 0.11, 2024-03-16T12:30:00+00:00, 2024-03-16T13:00:00+00:00
0.005000, 0.14, 2024-03-16T13:00:00+00:00, 2024-03-16T13:30:00+00:00
0.004000, 0.11, 2024-03-16T13:30:00+00:00, 2024-03-16T14:00:00+00:00
0.004000, 0.11, 2024-03-16T14:00:00+00:00, 2024-03-16T14:30:00+00:00
0.005000, 0.14, 2024-03-16T14:30:00+00:00, 2024-03-16T15:00:00+00:00
0.004000, 0.11, 2024-03-16T15:00:00+00:00, 2024-03-16T15:30:00+00:00
0.004000, 0.11, 2024-03-16T15:30:00+00:00, 2024-03-16T16:00:00+00:00
0.005000, 0.14, 2024-03-16T16:00:00+00:00, 2024-03-16T16:30:00+00:00
0.004000, 0.11, 2024-03-16T16:30:00+00:00, 2024-03-16T17:00:00+00:00
0.004000, 0.11, 2024-03-16T17:00:00+00:00, 2024-03-16T17:30:00+00:00
0.004000, 0.11, 2024-03-16T17:30:00+00:00, 2024-03-16T18:00:00+00:00
0.034000, 0.95, 2024-03-16T18:00:00+00:00, 2024-03-16T18:30:00+00:00
0.033000, 0.92, 2024-03-16T18:30:00+00:00, 2024-03-16T19:00:00+00:00
0.033000, 0.92, 2024-03-16T19:00:00+00:00, 2024-03-16T19:30:00+00:00
0.033000, 0.92, 2024-03-16T19:30:00+00:00, 2024-03-16T20:00:00+00:00
0.033000, 0.92, 2024-03-16T20:00:00+00:00, 2024-03-16T20:30:00+00:00
0.033000, 0.92, 2024-03-16T20:30:00+00:00, 2024-03-16T21:00:00+00:00
0.033000, 0.92, 2024-03-16T21:00:00+00:00, 2024-03-16T21:30:00+00:00
0.015000, 0.42, 2024-03-16T21:30:00+00:00, 2024-03-16T22:00:00+00:00
0.004000, 0.11, 2024-03-16T22:00:00+00:00, 2024-03-16T22:30:00+00:00
0.004000, 0.11, 2024-03-16T22:30:00+00:00, 2024-03-16T23:00:00+00:00
0.005000, 0.14, 2024-03-16T23:00:00+00:00, 2024-03-16T23:30:00+00:00
0.004000, 0.11, 2024-03-16T23:30:00+00:00, 2024-03-17T00:00:00+00:00
0.004000, 0.11, 2024-03-17T00:00:00+00:00, 2024-03-17T00:30:00+00:00
0.004000, 0.11, 2024-03-17T00:30:00+00:00, 2024-03-17T01:00:00+00:00
0.004000, 0.11, 2024-03-17T01:00:00+00:00, 2024-03-17T01:30:00+00:00
0.005000, 0.14, 2024-03-17T01:30:00+00:00, 2024-03-17T02:00:00+00:00
0.004000, 0.11, 2024-03-17T02:00:00+00:00, 2024-03-17T02:30:00+00:00
0.004000, 0.11, 2024-03-17T02:30:00+00:00, 2024-03-17T03:00:00+00:00
0.004000, 0.11, 2024-03-17T03:00:00+00:00, 2024-03-17T03:30:00+00:00
0.005000, 0.14, 2024-03-17T03:30:00+00:00, 2024-03-17T04:00:00+00:00
0.004000, 0.11, 2024-03-17T04:00:00+00:00, 2024-03-17T04:30:00+00:00
0.004000, 0.11, 2024-03-17T04:30:00+00:00, 2024-03-17T05:00:00+00:00
0.004000, 0.11, 2024-03-17T05:00:00+00:00, 2024-03-17T05:30:00+00:00
0.005000, 0.14, 2024-03-17T05:30:00+00:00, 2024-03-17T06:00:00+00:00
0.004000, 0.11, 2024-03-17T06:00:00+00:00, 2024-03-17T06:30:00+00:00
0.004000, 0.11, 2024-03-17T06:30:00+00:00, 2024-03-17T07:00:00+00:00
0.033000, 0.92, 2024-03-17T07:00:00+00:00, 2024-03-17T07:30:00+00:00
0.033000, 0.92, 2024-03-17T07:30:00+00:00, 2024-03-17T08:00:00+00:00
0.032000, 0.90, 2024-03-17T08:00:00+00:00, 2024-03-17T08:30:00+00:00
0.033000, 0.92, 2024-03-17T08:30:00+00:00, 2024-03-17T09:00:00+00:00
0.004000, 0.11, 2024-03-17T09:00:00+00:00, 2024-03-17T09:30:00+00:00
0.005000, 0.14, 2024-03-17T09:30:00+00:00, 2024-03-17T10:00:00+00:00
0.004000, 0.11, 2024-03-17T10:00:00+00:00, 2024-03-17T10:30:00+00:00
0.004000, 0.11, 2024-03-17T10:30:00+00:00, 2024-03-17T11:00:00+00:00
0.004000, 0.11, 2024-03-17T11:00:00+00:00, 2024-03-17T11:30:00+00:00
0.005000, 0.14, 2024-03-17T11:30:00+00:00, 2024-03-17T12:00:00+00:00
0.004000, 0.11, 2024-03-17T12:00:00+00:00, 2024-03-17T12:30:00+00:00
0.004000, 0.11, 2024-03-17T12:30:00+00:00, 2024-03-17T13:00:00+00:00
0.005000, 0.14, 2024-03-17T13:00:00+00:00, 2024-03-17T13:30:00+00:00
0.004000, 0.11, 2024-03-17T13:30:00+00:00, 2024-03-17T14:00:00+00:00
0.004000, 0.11, 2024-03-17T14:00:00+00:00, 2024-03-17T14:30:00+00:00
0.005000, 0.14, 2024-03-17T14:30:00+00:00, 2024-03-17T15:00:00+00:00
0.004000, 0.11, 2024-03-17T15:00:00+00:00, 2024-03-17T15:30:00+00:00
0.004000, 0.11, 2024-03-17T15:30:00+00:00, 2024-03-17T16:00:00+00:00
0.004000, 0.11, 2024-03-17T16:00:00+00:00, 2024-03-17T16:30:00+00:00
0.005000, 0.14, 2024-03-17T16:30:00+00:00, 2024-03-17T17:00:00+00:00
0.004000, 0.11, 2024-03-17T17:00:00+00:00, 2024-03-17T17:30:00+00:00
0.004000, 0.11, 2024-03-17T17:30:00+00:00, 2024-03-17T18:00:00+00:00
0.034000, 0.95, 2024-03-17T18:00:00+00:00, 2024-03-17T18:30:00+00:00
0.033000, 0.92, 2024-03-17T18:30:00+00:00, 2024-03-17T19:00:00+00:00
0.033000, 0.92, 2024-03-17T19:00:00+00:00, 2024-03-17T19:30:00+00:00
0.033000, 0.92, 2024-03-17T19:30:00+00:00, 2024-03-17T20:00:00+00:00
0.034000, 0.95, 2024-03-17T20:00:00+00:00, 2024-03-17T20:30:00+00:00
0.033000, 0.92, 2024-03-17T20:30:00+00:00, 2024-03-17T21:00:00+00:00
0.034000, 0.95, 2024-03-17T21:00:00+00:00, 2024-03-17T21:30:00+00:00
0.014000, 0.39, 2024-03-17T21:30:00+00:00, 2024-03-17T22:00:00+00:00
0.004000, 0.11, 2024-03-17T22:00:00+00:00, 2024-03-17T22:30:00+00:00
0.004000, 0.11, 2024-03-17T22:30:00+00:00, 2024-03-17T23:00:00+00:00
0.005000, 0.14, 2024-03-17T23:00:00+00:00, 2024-03-17T23:30:00+00:00
0.004000, 0.11, 2024-03-17T23:30:00+00:00, 2024-03-18T00:00:00+00:00
0.004000, 0.11, 2024-03-18T00:00:00+00:00, 2024-03-18T00:30:00+00:00
0.004000, 0.11, 2024-03-18T00:30:00+00:00, 2024-03-18T01:00:00+00:00
0.005000, 0.14, 2024-03-18T01:00:00+00:00, 2024-03-18T01:30:00+00:00
0.004000, 0.11, 2024-03-18T01:30:00+00:00, 2024-03-18T02:00:00+00:00
0.004000, 0.11, 2024-03-18T02:00:00+00:00, 2024-03-18T02:30:00+00:00
0.004000, 0.11, 2024-03-18T02:30:00+00:00, 2024-03-18T03:00:00+00:00
0.004000, 0.11, 2024-03-18T03:00:00+00:00, 2024-03-18T03:30:00+00:00
0.005000, 0.14, 2024-03-18T03:30:00+00:00, 2024-03-18T04:00:00+00:00
0.004000, 0.11, 2024-03-18T04:00:00+00:00, 2024-03-18T04:30:00+00:00
0.004000, 0.11, 2024-03-18T04:30:00+00:00, 2024-03-18T05:00:00+00:00
0.005000, 0.14, 2024-03-18T05:00:00+00:00, 2024-03-18T05:30:00+00:00
0.004000, 0.11, 2024-03-18T05:30:00+00:00, 2024-03-18T06:00:00+00:00
0.004000, 0.11, 2024-03-18T06:00:00+00:00, 2024-03-18T06:30:00+00:00
0.004000, 0.11, 2024-03-18T06:30:00+00:00, 2024-03-18T07:00:00+00:00
0.033000, 0.92, 2024-03-18T07:00:00+00:00, 2024-03-18T07:30:00+00:00
0.032000, 0.90, 2024-03-18T07:30:00+00:00, 2024-03-18T08:00:00+00:00
0.032000, 0.90, 2024-03-18T08:00:00+00:00, 2024-03-18T08:30:00+00:00
0.005000, 0.14, 2024-03-18T08:30:00+00:00, 2024-03-18T09:00:00+00:00
0.004000, 0.11, 2024-03-18T09:00:00+00:00, 2024-03-18T09:30:00+00:00
0.004000, 0.11, 2024-03-18T09:30:00+00:00, 2024-03-18T10:00:00+00:00
0.004000, 0.11, 2024-03-18T10:00:00+00:00, 2024-03-18T10:30:00+00:00
0.005000, 0.14, 2024-03-18T10:30:00+00:00, 2024-03-18T11:00:00+00:00
0.004000, 0.11, 2024-03-18T11:00:00+00:00, 2024-03-18T11:30:00+00:00
0.004000, 0.11, 2024-03-18T11:30:00+00:00, 2024-03-18T12:00:00+00:00
0.005000, 0.14, 2024-03-18T12:00:00+00:00, 2024-03-18T12:30:00+00:00
0.004000, 0.11, 2024-03-18T12:30:00+00:00, 2024-03-18T13:00:00+00:00
0.004000, 0.11, 2024-03-18T13:00:00+00:00, 2024-03-18T13:30:00+00:00
0.004000, 0.11, 2024-03-18T13:30:00+00:00, 2024-03-18T14:00:00+00:00
0.005000, 0.14, 2024-03-18T14:00:00+00:00, 2024-03-18T14:30:00+00:00
0.004000, 0.11, 2024-03-18T14:30:00+00:00, 2024-03-18T15:00:00+00:00
0.004000, 0.11, 2024-03-18T15:00:00+00:00, 2024-03-18T15:30:00+00:00
0.005000, 0.14, 2024-03-18T15:30:00+00:00, 2024-03-18T16:00:00+00:00
0.004000, 0.11, 2024-03-18T16:00:00+00:00, 2024-03-18T16:30:00+00:00
0.004000, 0.11, 2024-03-18T16:30:00+00:00, 2024-03-18T17:00:00+00:00
0.004000, 0.11, 2024-03-18T17:00:00+00:00, 2024-03-18T17:30:00+00:00
0.005000, 0.14, 2024-03-18T17:30:00+00:00, 2024-03-18T18:00:00+00:00
0.033000, 0.92, 2024-03-18T18:00:00+00:00, 2024-03-18T18:30:00+00:00
0.033000, 0.92, 2024-03-18T18:30:00+00:00, 2024-03-18T19:00:00+00:00
0.032000, 0.90, 2024-03-18T19:00:00+00:00, 2024-03-18T19:30:00+00:00
0.033000, 0.92, 2024-03-18T19:30:00+00:00, 2024-03-18T20:00:00+00:00
0.032000, 0.90, 2024-03-18T20:00:00+00:00, 2024-03-18T20:30:00+00:00
0.033000, 0.92, 2024-03-18T20:30:00+00:00, 2024-03-18T21:00:00+00:00
0.032000, 0.90, 2024-03-18T21:00:00+00:00, 2024-03-18T21:30:00+00:00
0.014000, 0.39, 2024-03-18T21:30:00+00:00, 2024-03-18T22:00:00+00:00
0.004000, 0.11, 2024-03-18T22:00:00+00:00, 2024-03-18T22:30:00+00:00
0.005000, 0.14, 2024-03-18T22:30:00+00:00, 2024-03-18T23:00:00+00:00
0.004000, 0.11, 2024-03-18T23:00:00+00:00, 2024-03-18T23:30:00+00:00
0.004000, 0.11, 2024-03-18T23:30:00+00:00, 2024-03-19T00:00:00+00:00
0.015000, 0.42, 2024-03-19T00:00:00+00:00, 2024-03-19T00:30:00+00:00
0.004000, 0.11, 2024-03-19T00:30:00+00:00, 2024-03-19T01:00:00+00:00
0.004000, 0.11, 2024-03-19T01:00:00+00:00, 2024-03-19T01:30:00+00:00
0.005000, 0.14, 2024-03-19T01:30:00+00:00, 2024-03-19T02:00:00+00:00
0.004000, 0.11, 2024-03-19T02:00:00+00:00, 2024-03-19T02:30:00+00:00
0.004000, 0.11, 2024-03-19T02:30:00+00:00, 2024-03-19T03:00:00+00:00
0.004000, 0.11, 2024-03-19T03:00:00+00:00, 2024-03-19T03:30:00+00:00
0.005000, 0.14, 2024-03-19T03:30:00+00:00, 2024-03-19T04:00:00+00:00
0.004000, 0.11, 2024-03-19T04:00:00+00:00, 2024-03-19T04:30:00+00:00
0.004000, 0.11, 2024-03-19T04:30:00+00:00, 2024-03-19T05:00:00+00:00
0.004000, 0.11, 2024-03-19T05:00:00+00:00, 2024-03-19T05:30:00+00:00
0.005000, 0.14, 2024-03-19T05:30:00+00:00, 2024-03-19T06:00:00+00:00
0.004000, 0.11, 2024-03-19T06:00:00+00:00, 2024-03-19T06:30:00+00:00
0.004000, 0.11, 2024-03-19T06:30:00+00:00, 2024-03-19T07:00:00+00:00
0.033000, 0.92, 2024-03-19T07:00:00+00:00, 2024-03-19T07:30:00+00:00
0.033000, 0.92, 2024-03-19T07:30:00+00:00, 2024-03-19T08:00:00+00:00
0.032000, 0.90, 2024-03-19T08:00:00+00:00, 2024-03-19T08:30:00+00:00
0.004000, 0.11, 2024-03-19T08:30:00+00:00, 2024-03-19T09:00:00+00:00
0.005000, 0.14, 2024-03-19T09:00:00+00:00, 2024-03-19T09:30:00+00:00
0.004000, 0.11, 2024-03-19T09:30:00+00:00, 2024-03-19T10:00:00+00:00
0.004000, 0.11, 2024-03-19T10:00:00+00:00, 2024-03-19T10:30:00+00:00
0.005000, 0.14, 2024-03-19T10:30:00+00:00, 2024-03-19T11:00:00+00:00
0.170000, 4.76, 2024-03-19T11:00:00+00:00, 2024-03-19T11:30:00+00:00
0.008000, 0.22, 2024-03-19T11:30:00+00:00, 2024-03-19T12:00:00+00:00
0.008000, 0.22, 2024-03-19T12:00:00+00:00, 2024-03-19T12:30:00+00:00
0.007000, 0.20, 2024-03-19T12:30:00+00:00, 2024-03-19T13:00:00+00:00
0.008000, 0.22, 2024-03-19T13:00:00+00:00, 2024-03-19T13:30:00+00:00
0.006000, 0.17, 2024-03-19T13:30:00+00:00, 2024-03-19T14:00:00+00:00
0.005000, 0.14, 2024-03-19T14:00:00+00:00, 2024-03-19T14:30:00+00:00
0.095000, 2.66, 2024-03-19T14:30:00+00:00, 2024-03-19T15:00:00+00:00
0.007000, 0.20, 2024-03-19T15:00:00+00:00, 2024-03-19T15:30:00+00:00
0.005000, 0.14, 2024-03-19T15:30:00+00:00, 2024-03-19T16:00:00+00:00
0.005000, 0.14, 2024-03-19T16:00:00+00:00, 2024-03-19T16:30:00+00:00
0.080000, 2.24, 2024-03-19T16:30:00+00:00, 2024-03-19T17:00:00+00:00
0.005000, 0.14, 2024-03-19T17:00:00+00:00, 2024-03-19T17:30:00+00:00
0.005000, 0.14, 2024-03-19T17:30:00+00:00, 2024-03-19T18:00:00+00:00
0.033000, 0.92, 2024-03-19T18:00:00+00:00, 2024-03-19T18:30:00+00:00
0.033000, 0.92, 2024-03-19T18:30:00+00:00, 2024-03-19T19:00:00+00:00
0.158000, 4.43, 2024-03-19T19:00:00+00:00, 2024-03-19T19:30:00+00:00
0.046000, 1.29, 2024-03-19T19:30:00+00:00, 2024-03-19T20:00:00+00:00
0.046000, 1.29, 2024-03-19T20:00:00+00:00, 2024-03-19T20:30:00+00:00
0.040000, 1.12, 2024-03-19T20:30:00+00:00, 2024-03-19T21:00:00+00:00
0.033000, 0.92, 2024-03-19T21:00:00+00:00, 2024-03-19T21:30:00+00:00
0.014000, 0.39, 2024-03-19T21:30:00+00:00, 2024-03-19T22:00:00+00:00
0.006000, 0.17, 2024-03-19T22:00:00+00:00, 2024-03-19T22:30:00+00:00
0.009000, 0.25, 2024-03-19T22:30:00+00:00, 2024-03-19T23:00:00+00:00
0.008000, 0.22, 2024-03-19T23:00:00+00:00, 2024-03-19T23:30:00+00:00
0.006000, 0.17, 2024-03-19T23:30:00+00:00, 2024-03-20T00:00:00+00:00
0.005000, 0.14, 2024-03-20T00:00:00+00:00, 2024-03-20T00:30:00+00:00
0.005000, 0.14, 2024-03-20T00:30:00+00:00, 2024-03-20T01:00:00+00:00
0.004000, 0.11, 2024-03-20T01:00:00+00:00, 2024-03-20T01:30:00+00:00
0.005000, 0.14, 2024-03-20T01:30:00+00:00, 2024-03-20T02:00:00+00:00
0.004000, 0.11, 2024-03-20T02:00:00+00:00, 2024-03-20T02:30:00+00:00
0.005000, 0.14, 2024-03-20T02:30:00+00:00, 2024-03-20T03:00:00+00:00
0.004000, 0.11, 2024-03-20T03:00:00+00:00, 2024-03-20T03:30:00+00:00
0.005000, 0.14, 2024-03-20T03:30:00+00:00, 2024-03-20T04:00:00+00:00
0.004000, 0.11, 2024-03-20T04:00:00+00:00, 2024-03-20T04:30:00+00:00
0.005000, 0.14, 2024-03-20T04:30:00+00:00, 2024-03-20T05:00:00+00:00
0.004000, 0.11, 2024-03-20T05:00:00+00:00, 2024-03-20T05:30:00+00:00
0.005000, 0.14, 2024-03-20T05:30:00+00:00, 2024-03-20T06:00:00+00:00
0.004000, 0.11, 2024-03-20T06:00:00+00:00, 2024-03-20T06:30:00+00:00
0.005000, 0.14, 2024-03-20T06:30:00+00:00, 2024-03-20T07:00:00+00:00
0.033000, 0.92, 2024-03-20T07:00:00+00:00, 2024-03-20T07:30:00+00:00
0.033000, 0.92, 2024-03-20T07:30:00+00:00, 2024-03-20T08:00:00+00:00
0.032000, 0.90, 2024-03-20T08:00:00+00:00, 2024-03-20T08:30:00+00:00
0.006000, 0.17, 2024-03-20T08:30:00+00:00, 2024-03-20T09:00:00+00:00
0.005000, 0.14, 2024-03-20T09:00:00+00:00, 2024-03-20T09:30:00+00:00
0.005000, 0.14, 2024-03-20T09:30:00+00:00, 2024-03-20T10:00:00+00:00
0.005000, 0.14, 2024-03-20T10:00:00+00:00, 2024-03-20T10:30:00+00:00
0.006000, 0.17, 2024-03-20T10:30:00+00:00, 2024-03-20T11:00:00+00:00
0.010000, 0.28, 2024-03-20T11:00:00+00:00, 2024-03-20T11:30:00+00:00
